model	dataset	trained	epoch_no	perturb_mec	sigma	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0632	28.7626	0.0140	0.0000	5350	0:02:47.023400	torch.float32	tensor(0.9996, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0071	54.7667	0.0000	0.0000	1977	0:02:46.299173	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	49.0075	0.0001	0.0000	6859	0:02:47.044913	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0047	59.0981	0.0000	0.0000	2059	0:02:47.085314	torch.float32	tensor(1.0000, device='cuda:0')tensor(199209., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	52.9379	0.0001	0.0000	5085	0:02:46.844470	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0095	42.3350	0.0006	0.0000	5154	0:02:47.811415	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0105	39.2668	0.0012	0.0000	363	0:02:47.219906	torch.float32	tensor(1.0000, device='cuda:0')tensor(199204., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	48.4916	0.0001	0.0000	2589	0:02:49.472206	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0010	51.2054	0.0001	0.0000	7116	0:02:49.227588	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0011	50.8701	0.0001	0.0000	5462	0:02:48.671239	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0155	42.4324	0.0006	0.0000	9054	0:02:49.580144	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0106	48.4999	0.0001	0.0000	5301	0:02:50.166078	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0003	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0013	46.8080	0.0002	0.0000	4839	0:02:49.584969	torch.float32	tensor(1.0000, device='cuda:0')tensor(199204., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0392	33.7883	0.0044	0.0000	7802	0:02:28.233258	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0714	30.4787	0.0094	0.0000	8727	0:02:28.648477	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0021	49.0600	0.0001	0.0000	4954	0:02:28.109967	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0021	51.6072	0.0001	0.0000	8420	0:02:37.148300	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0102	39.7251	0.0011	0.0000	6197	0:02:50.763642	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0081	46.6469	0.0002	0.0000	906	0:02:48.141152	torch.float32	tensor(1.0000, device='cuda:0')tensor(199205., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0138	40.1282	0.0010	0.0000	1239	0:02:47.620699	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0074	44.4797	0.0004	0.0000	5176	0:02:47.586685	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0035	51.0717	0.0001	0.0000	9671	0:02:47.719079	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0035	46.7538	0.0002	0.0000	6826	0:02:47.300968	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0151	49.9347	0.0001	0.0000	8947	0:02:40.634735	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0037	52.1555	0.0001	0.0000	589	0:02:26.717607	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0066	46.5043	0.0002	0.0000	1783	0:02:32.445353	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0071	46.4421	0.0002	0.0000	2366	0:02:51.413509	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0311	29.8092	0.0110	0.0001	6752	0:02:50.161281	torch.float32	tensor(1.0000, device='cuda:0')tensor(199209., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0101	42.5142	0.0006	0.0000	187	0:02:49.499192	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0067	47.8928	0.0002	0.0000	2539	0:02:49.607941	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0100	47.7123	0.0002	0.0000	8902	0:02:50.353837	torch.float32	tensor(1.0000, device='cuda:0')tensor(199208., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0115	44.7126	0.0004	0.0000	232	0:02:39.257784	torch.float32	tensor(1.0000, device='cuda:0')tensor(199205., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0056	42.0937	0.0007	0.0000	9734	0:02:26.679247	torch.float32	tensor(1.0000, device='cuda:0')tensor(199203., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0317	37.5151	0.0019	0.0000	4643	0:02:09.134917	torch.float32	tensor(1.0000, device='cuda:0')tensor(199202., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0043	46.5259	0.0002	0.0000	9419	0:02:05.288162	torch.float32	tensor(1.0000, device='cuda:0')tensor(199203., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0090	40.2040	0.0010	0.0000	7584	0:02:06.019128	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0146	39.1395	0.0013	0.0000	7460	0:01:59.235014	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0145	51.0974	0.0001	0.0000	6913	0:02:00.421344	torch.float32	tensor(1.0000, device='cuda:0')tensor(199207., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0154	37.5966	0.0018	0.0000	2119	0:02:05.118409	torch.float32	tensor(1.0000, device='cuda:0')tensor(199205., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0082	40.2688	0.0010	0.0000	243	0:02:04.954818	torch.float32	tensor(0.9999, device='cuda:0')tensor(199197., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0238	40.2549	0.0010	0.0000	3599	0:02:06.385233	torch.float32	tensor(1.0000, device='cuda:0')tensor(199206., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0054	43.5611	0.0005	0.0000	3746	0:02:05.498098	torch.float32	tensor(0.9999, device='cuda:0')tensor(199200., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0216	36.0110	0.0026	0.0000	8241	0:02:05.932200	torch.float32	tensor(1.0000, device='cuda:0')tensor(199201., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0189	37.9895	0.0017	0.0000	8500	0:02:04.253185	torch.float32	tensor(1.0000, device='cuda:0')tensor(199201., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0077	42.7615	0.0006	0.0000	7351	0:02:05.461083	torch.float32	tensor(1.0000, device='cuda:0')tensor(199203., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0218	39.9530	0.0011	0.0000	1851	0:02:04.577075	torch.float32	tensor(0.9999, device='cuda:0')tensor(199196., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0130	40.6301	0.0009	0.0000	8812	0:02:05.705055	torch.float32	tensor(1.0000, device='cuda:0')tensor(199203., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0007	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0129	44.0827	0.0004	0.0000	5359	0:02:04.178146	torch.float32	tensor(1.0000, device='cuda:0')tensor(199202., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0063	41.2613	0.0008	0.0000	5448	0:02:00.461162	torch.float32	tensor(1.0000, device='cuda:0')tensor(199204., device='cuda:0')/199210.0
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0726	29.5299	0.0117	0.0002	9226	0:02:01.736600	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0522	28.6546	0.0144	0.0002	7375	0:02:05.630430	torch.float32	tensor(0.9991, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1290	25.8395	0.0275	0.0001	1737	0:02:05.572375	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0392	27.6961	0.0179	0.0004	4381	0:02:05.869760	torch.float32	tensor(0.9992, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0876	24.4579	0.0377	0.0001	685	0:02:05.320295	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0001	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1251	23.5286	0.0467	0.0000	9843	0:02:05.900329	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0672	27.7851	0.0175	0.0003	1441	0:01:56.932018	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0701	28.0437	0.0165	0.0003	4546	0:02:06.358661	torch.float32	tensor(0.9991, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0736	28.2289	0.0158	0.0002	9889	0:02:05.563083	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0570	28.4936	0.0149	0.0002	1148	0:02:05.734803	torch.float32	tensor(0.9991, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0666	28.6438	0.0144	0.0001	524	0:02:05.979548	torch.float32	tensor(0.9991, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0005	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0515	27.9380	0.0169	0.0001	6832	0:02:05.493461	torch.float32	tensor(0.9992, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0554	32.2587	0.0063	0.0000	1985	0:01:46.381750	torch.float32	tensor(0.9991, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0987	23.1442	0.0511	0.0002	291	0:01:44.661938	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0954	25.5400	0.0294	0.0001	6006	0:01:45.239297	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1335	25.5198	0.0296	0.0001	3654	0:01:44.985258	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0716	28.5861	0.0146	0.0003	813	0:01:50.055051	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	MNIST	False	1	ALG_rGaussPGrad22	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0634	26.3063	0.0247	0.0001	4394	0:02:15.414677	torch.float32	tensor(0.9990, device='cuda:0')		
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0155	58.3126	0.0000	0.0000	7438	0:00:56.264883	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	73.7161	0.0000	0.0000	5372	0:00:56.000553	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0007	54.5692	0.0000	0.0000	7239	0:00:55.826062	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	67.1870	0.0000	0.0000	8578	0:00:56.352988	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0332	36.7199	0.0022	0.0000	8281	0:00:56.745952	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0059	55.5429	0.0000	0.0000	3115	0:00:56.677506	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0026	45.6745	0.0003	0.0000	9459	0:00:57.603976	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0047	58.3902	0.0000	0.0000	906	0:00:57.460851	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	69.7078	0.0000	0.0000	2427	0:00:57.444867	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	67.3116	0.0000	0.0000	1718	0:00:57.000587	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0001	71.9428	0.0000	0.0000	515	0:00:56.475949	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	71.9442	0.0000	0.0000	2995	0:00:56.694722	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0043	60.6162	0.0000	0.0000	2500	0:00:53.909605	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	64.9891	0.0000	0.0000	921	0:00:48.781099	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	65.7598	0.0000	0.0000	5008	0:00:51.887864	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	68.7376	0.0000	0.0000	1340	0:00:56.067597	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	64.4111	0.0000	0.0000	7254	0:00:49.908889	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	68.0295	0.0000	0.0000	3018	0:00:49.125360	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	65.3176	0.0000	0.0000	3890	0:00:55.197868	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0001	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0000	64.8374	0.0000	0.0000	6325	0:00:57.209998	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	49.5160	0.0001	0.0000	3368	0:00:54.582853	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0020	62.6887	0.0000	0.0000	6548	0:00:54.534297	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0176	42.9962	0.0005	0.0000	4046	0:00:57.598991	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0014	56.6043	0.0000	0.0000	5936	0:00:57.571658	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	62.2411	0.0000	0.0000	1671	0:00:57.338177	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0200	37.8320	0.0017	0.0000	6915	0:00:57.519202	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0015	55.4954	0.0000	0.0000	8742	0:00:57.242446	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0124	54.4853	0.0000	0.0000	6571	0:00:57.342987	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	48.2131	0.0002	0.0000	9681	0:00:57.753267	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0016	57.4565	0.0000	0.0000	8228	0:00:57.789620	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0013	53.8378	0.0000	0.0000	3411	0:00:57.423658	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	54.3895	0.0000	0.0000	7897	0:00:50.864379	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	48.9639	0.0001	0.0000	7512	0:00:49.064797	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0038	57.3676	0.0000	0.0000	3065	0:00:49.122516	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0147	55.8592	0.0000	0.0000	9673	0:00:52.028446	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0056	45.1069	0.0003	0.0000	7805	0:01:20.798024	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0102	47.6727	0.0002	0.0000	5053	0:00:52.087619	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0020	57.5868	0.0000	0.0000	8543	0:00:49.838521	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0076	50.3915	0.0001	0.0000	1517	0:00:47.902524	torch.float32
mnist mlp	mnist	False	1	ALG_eGaussAGrad22	0.0007	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0155	53.3430	0.0000	0.0000	3593	0:00:48.726330	torch.float32
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0003	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0149	48.4186	0.0002	0.0000	3911	0:01:54.566149	torch.float32
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0003	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0138	49.0250	0.0001	0.0000	7049	0:01:53.434878	torch.float32
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0003	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0184	48.1324	0.0002	0.0000	2813	0:01:58.043326	torch.float32
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0003	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0213	47.5145	0.0002	0.0000	8319	0:01:55.546975	torch.float32
mnist cnn	mnist	False	1	ALG_rGaussAGrad16	0.0003	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0192	47.5558	0.0002	0.0000	1601	0:01:59.107306	torch.float32
