model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	4	ALG_NoGradBatch	0.001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0289	23.1541	0.2548	0.0013	[6364, 5252, 5614, 86, 4498, 4900, 7685, 2238]	0:03:35.158001	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0167	22.4126	0.3598	0.0023	[7395, 7266, 9521, 4368, 5670, 6506, 2044, 2825]	0:03:36.538538	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0035	35.7281	0.3825	0.0045	[4659, 4603, 5432, 5684, 2970, 4019, 3533, 2108]	0:03:36.955338	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0286	23.4660	0.4376	0.0040	[4770, 1202, 5414, 3894, 6577, 2975, 1451, 1694]	0:03:37.983001	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0133	17.6461	0.6784	0.0037	[2682, 174, 3969, 4175, 1453, 4453, 1520, 797]	0:03:26.511268	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_NoGradBatch	0.001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	34.5054	0.0044	0.0000	[9469, 1444, 6816, 9602, 2745, 9634, 7608, 3098]	0:03:25.252641	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0070	25.0876	0.3578	0.0013	[2404, 6490, 1599, 990, 9140, 5585, 1560, 2524]	0:03:26.747326	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0140	29.6290	0.1338	0.0015	[706, 5464, 2346, 8812, 1568, 5837, 4676, 2052]	0:03:26.893991	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0161	25.1114	0.4265	0.0022	[8103, 8759, 1358, 5007, 4432, 7779, 490, 9162]	0:03:27.160004	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0097	36.8925	0.0037	0.0000	[5459, 797, 7203, 3657, 7167, 1628, 317, 9792]	0:03:12.940548	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0060	29.3298	0.1145	0.0011	[4077, 510, 2647, 272, 6125, 4409, 4107, 2065]	0:03:02.586866	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	20.6944	0.5117	0.0052	[198, 3054, 7456, 6801, 6119, 5940, 8891, 9182]	0:02:33.573194	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6827	14.0605	0.4406	0.0020	[6519, 3313, 5723, 5948, 1777, 7997, 3946, 6284]	0:01:26.758407	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7064	13.4087	0.5072	0.0038	[6593, 1285, 9277, 43, 1001, 2594, 4685, 5304]	0:01:28.729602	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7131	13.0155	0.5449	0.0029	[6573, 2938, 8575, 1487, 2883, 8559, 5623, 2602]	0:01:28.735569	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7176	13.4096	0.4950	0.0026	[5706, 5063, 9598, 7015, 1302, 7545, 2871, 3410]	0:01:28.079618	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6756	12.4532	0.6567	0.0068	[7618, 5417, 7289, 3209, 1162, 8511, 6228, 3802]	0:01:28.280785	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6924	12.7530	0.6448	0.0036	[1981, 3611, 787, 4244, 8154, 3862, 7376, 3265]	0:01:28.692930	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6934	13.6762	0.4689	0.0024	[3310, 5281, 610, 2243, 3635, 1262, 55, 2781]	0:01:30.159206	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6749	13.2919	0.5333	0.0028	[3700, 1365, 5931, 4859, 2079, 1966, 7327, 2714]	0:01:32.747604	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7081	13.5386	0.4893	0.0024	[7270, 3726, 4043, 678, 8109, 952, 3269, 8190]	0:01:35.709863	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussPGrad22	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7029	13.3401	0.4935	0.0023	[1821, 691, 4561, 6690, 4202, 3697, 2790, 456]	0:01:30.317948	torch.float32	0.9999096393585205		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0099	33.9679	0.0056	0.0001	[8495, 5977, 3280, 5725, 6815, 9489, 7134, 7462]	0:01:31.777753	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0062	28.8894	0.1431	0.0012	[9563, 7387, 8597, 2013, 2903, 8330, 5295, 9053]	0:02:59.125539	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2915	20.6492	0.0992	0.0005	[4929, 5344, 8838, 5197, 4528, 3853, 2228, 13]	0:03:09.219134	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4336	15.0956	0.4143	0.0030	[617, 2604, 5548, 9495, 6612, 5721, 2779, 5605]	0:03:21.253078	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8070	10.7660	0.9096	0.0038	[6293, 453, 4891, 9805, 298, 8863, 7693, 9737]	0:03:22.711103	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0113	33.3882	0.0061	0.0001	[5243, 9610, 5985, 5875, 3235, 9613, 5399, 4320]	0:03:34.134443	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2540	18.2577	0.3509	0.0017	[5849, 4001, 2111, 265, 5523, 2199, 6532, 9197]	0:03:37.925371	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4868	16.5553	0.2583	0.0019	[9075, 2910, 2151, 1436, 4172, 4216, 2979, 9785]	0:03:39.843093	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0248	31.7642	0.0079	0.0000	[4481, 1094, 8946, 6095, 3736, 6699, 1309, 623]	0:03:37.490049	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8215	11.4229	0.7694	0.0036	[4095, 1486, 9848, 910, 2466, 6998, 2796, 4048]	0:03:39.778989	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0101	22.8573	0.4020	0.0027	[3646, 1897, 8672, 4567, 5528, 3694, 4552, 4973]	0:03:35.142273	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2405	18.7848	0.2698	0.0023	[9661, 8225, 593, 3059, 8242, 4783, 7279, 4723]	0:03:34.619578	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.3343	15.3781	0.4013	0.0027	[2491, 8781, 1584, 1508, 8833, 12, 8920, 4919]	0:03:39.557425	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0161	26.3077	0.4110	0.0038	[1813, 5487, 6740, 6947, 2802, 7651, 6950, 1955]	0:03:39.614353	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8049	10.2685	1.0201	0.0050	[6592, 5007, 3145, 2627, 5789, 6771, 7385, 4581]	0:03:40.377887	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0126	23.1625	0.4316	0.0022	[8002, 6039, 3334, 9052, 306, 3791, 5538, 6850]	0:03:55.332098	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1272	24.8518	0.0366	0.0001	[3112, 3362, 5864, 3211, 6339, 744, 956, 638]	0:03:54.536373	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2233	17.5542	0.3796	0.0021	[9774, 443, 3214, 104, 9992, 152, 5080, 5172]	0:03:55.676512	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4181	17.6078	0.1911	0.0020	[1746, 973, 8043, 64, 4220, 3906, 7857, 797]	0:03:54.706891	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0196	21.7765	0.4302	0.0026	[5690, 9634, 2778, 8580, 8323, 1690, 6608, 7288]	0:03:56.036708	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8206	10.9175	0.8646	0.0045	[7549, 731, 3926, 4049, 8698, 2529, 6006, 4626]	0:03:55.157296	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0171	27.9526	0.2423	0.0010	[4711, 1914, 6089, 9265, 2690, 1261, 521, 5278]	0:03:55.453227	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0878	17.5942	0.4771	0.0016	[1547, 9579, 1163, 3527, 3959, 9229, 7338, 8376]	0:03:55.983129	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2230	18.6007	0.3275	0.0018	[2544, 3789, 3756, 4038, 6139, 7346, 1537, 6596]	0:03:55.412005	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4655	16.6487	0.2866	0.0018	[6109, 4151, 3852, 8843, 6735, 5211, 1951, 2333]	0:03:55.244642	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0165	29.0052	0.0405	0.0003	[455, 9186, 2074, 5156, 720, 8350, 4382, 3004]	0:03:55.676534	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8149	11.0202	0.8484	0.0045	[4990, 8328, 9270, 6873, 9362, 6035, 4451, 4158]	0:03:55.661851	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0094	21.8130	0.6503	0.0031	[2703, 3156, 2068, 498, 7459, 7926, 6137, 8482]	0:03:55.498395	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1296	24.2048	0.0426	0.0001	[2088, 5096, 1332, 5033, 6842, 310, 9048, 5586]	0:03:57.217767	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2551	22.0650	0.0699	0.0003	[5107, 9176, 293, 1837, 2639, 6310, 3533, 3038]	0:03:54.898632	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4049	16.1886	0.4272	0.0010	[5811, 9215, 7014, 8741, 2044, 1703, 3682, 2925]	0:03:54.894533	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0201	21.9842	0.5416	0.0032	[3811, 9520, 4180, 5394, 8472, 5946, 8852, 2141]	0:03:55.297979	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8145	11.1400	0.8372	0.0044	[2524, 6386, 8607, 5700, 2432, 2859, 448, 6482]	0:03:54.861608	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0084	25.4404	0.4778	0.0035	[7040, 7, 3623, 2342, 5653, 4687, 4478, 9026]	0:03:55.370133	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1142	20.3913	0.3686	0.0022	[6623, 9759, 7122, 293, 361, 535, 7823, 9115]	0:03:57.077036	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1982	18.9007	0.2787	0.0016	[9412, 7380, 7622, 7264, 1739, 9862, 1958, 9512]	0:03:56.119408	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4148	17.0564	0.2793	0.0025	[7802, 2424, 4089, 5882, 8045, 9359, 495, 2732]	0:03:55.502342	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0380	29.1713	0.0179	0.0001	[8333, 2203, 4716, 3698, 6548, 5823, 9672, 8207]	0:03:55.010743	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8203	10.3168	1.0023	0.0050	[6132, 5733, 217, 5859, 7450, 1094, 6022, 7075]	0:03:55.444185	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0084	29.9059	0.1441	0.0007	[6903, 1258, 6171, 4223, 2005, 6044, 7066, 5190]	0:03:55.429145	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1117	21.2420	0.3216	0.0015	[70, 1077, 5222, 8495, 4554, 5357, 1878, 8125]	0:03:56.090292	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1642	15.7633	0.6313	0.0036	[5317, 9196, 1394, 9346, 2844, 3602, 6240, 1210]	0:03:55.045077	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4288	16.3810	0.2960	0.0022	[6356, 2131, 9665, 5193, 4695, 7632, 7349, 8687]	0:03:54.678753	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0174	33.3033	0.0055	0.0000	[8902, 2097, 7254, 4914, 8283, 9402, 4601, 4423]	0:03:55.779450	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8113	10.5877	0.9253	0.0059	[8499, 9638, 4513, 1470, 6674, 6641, 9398, 4886]	0:03:55.139235	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_No_Weig	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0031	34.3500	0.1195	0.0004	[1401, 7717, 2658, 2045, 8798, 2375, 2849, 228]	0:03:55.799693	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1059	18.9724	0.3190	0.0009	[5283, 4220, 8944, 9299, 9905, 7522, 7048, 8987]	0:03:54.703886	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2373	18.8159	0.3084	0.0010	[7402, 7235, 7103, 8308, 9408, 4202, 3588, 8996]	0:03:54.198532	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4009	14.1613	0.5601	0.0039	[2893, 8140, 9553, 6538, 3710, 4042, 9174, 1605]	0:03:48.675770	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0212	21.8416	0.4738	0.0021	[3712, 7577, 3166, 453, 3881, 5408, 4616, 7605]	0:03:47.578328	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8014	9.9018	1.1120	0.0054	[2914, 1125, 3892, 9308, 7782, 5132, 998, 8116]	0:03:46.530083	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1053	18.5072	0.4240	0.0015	[8572, 4853, 9688, 7674, 5893, 7999, 9226, 4947]	0:03:37.389213	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2468	20.7163	0.0959	0.0005	[3069, 1464, 6985, 3256, 3360, 971, 7659, 3689]	0:03:35.193137	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.4632	15.9244	0.3258	0.0018	[137, 7710, 5183, 1821, 7600, 9670, 1507, 209]	0:03:30.381291	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0187	32.8191	0.0077	0.0001	[4837, 7992, 5850, 1681, 5075, 9214, 7321, 2350]	0:03:26.164073	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8203	11.1092	0.8492	0.0040	[1036, 7152, 783, 5139, 8265, 2036, 774, 2823]	0:03:26.572738	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1050	24.0121	0.0475	0.0002	[3168, 2637, 9221, 2847, 8320, 3414, 6175, 2423]	0:02:41.810866	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0229	17.4847	0.9221	0.0033	[8310, 6084, 7502, 781, 5555, 7897, 1530, 4799]	0:02:29.585401	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0936	13.8790	0.9011	0.0049	[9580, 7976, 4065, 9271, 1627, 7500, 8798, 6805]	0:01:47.059192	torch.float32	1.0		gaussian
mnist mlp	MNIST	False	4	ALG_rGaussAWeig19	3e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1281	22.6976	0.1222	0.0013	[2576, 162, 4522, 9183, 7736, 4477, 2590, 713]	0:01:26.389441	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0011	30.4245	0.4850	0.0010	[6050, 4932, 4486, 3264, 2198, 5427, 1463, 280]	0:03:21.198950	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0026	42.3261	0.0006	0.0000	[8678, 8906, 3960, 5411, 25, 1782, 168, 9883]	0:06:20.694139	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0025	31.3584	0.2313	0.0002	[4861, 109, 8548, 2231, 4652, 4598, 947, 3891]	0:06:33.562215	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0021	27.4006	0.3814	0.0012	[2508, 2954, 5439, 2973, 5880, 7114, 7411, 2735]	0:06:36.693545	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0022	41.6228	0.0008	0.0000	[9365, 9280, 8363, 1984, 7124, 7427, 7896, 4542]	0:06:35.987595	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0026	24.2450	0.7301	0.0013	[9437, 8900, 4212, 3394, 1109, 2160, 7458, 9670]	0:06:34.186220	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	35.5360	0.2662	0.0004	[8988, 5580, 2610, 8726, 7655, 2940, 2939, 4951]	0:06:37.473382	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0010	30.9677	0.3946	0.0006	[2874, 2786, 2647, 8625, 3177, 7676, 1075, 7134]	0:06:33.783118	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	36.5121	0.3992	0.0008	[4356, 5158, 915, 1983, 7422, 9562, 8300, 1114]	0:06:33.796620	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0022	32.9273	0.2744	0.0003	[8218, 2720, 7597, 6546, 4919, 7984, 7418, 641]	0:06:36.185390	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0025	35.2517	0.1265	0.0003	[1202, 6942, 8394, 7061, 1393, 1382, 5280, 4407]	0:06:32.821236	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0084	24.5635	0.3859	0.0006	[5684, 7092, 9812, 8243, 2315, 4992, 8778, 2272]	0:06:31.831051	torch.float32	1.0		gaussian
